# Age[Myr]   Lxuv[erg.s-1]
2.134319788778810789e+01 2.199720813184911814e+29
2.152594189872345964e+01 2.186318663761809875e+29
2.171025059428148296e+01 2.172815581951618255e+29
2.189613737155217521e+01 2.159208779916735416e+29
2.208361574233368430e+01 2.145459008239392116e+29
2.227269933411442437e+01 2.131601956126629677e+29
2.246340189106359020e+01 2.117636828392177711e+29
2.265573727503037205e+01 2.103630068690600494e+29
2.284971946655123176e+01 2.090957620227433223e+29
2.304536256586651177e+01 2.078189554165096043e+29
2.324268079394499864e+01 2.065325300218872628e+29
2.344168849351783734e+01 2.052426226826973952e+29
2.364240013012097563e+01 2.040623992811367389e+29
2.384483029314682057e+01 2.028732306007907036e+29
2.404899369690444644e+01 2.016750628858473547e+29
2.425490518168929555e+01 2.004728496446930102e+29
2.446257971486202720e+01 1.993301665060608260e+29
2.467203239193618458e+01 1.981787753373374876e+29
2.488327843767566350e+01 1.970186224743723661e+29
2.509633320720126548e+01 1.958508360810417942e+29
2.531121218710704568e+01 1.946861740527879761e+29
2.552793099658570242e+01 1.921015903354992722e+29
2.574650538856405291e+01 1.893908923532993375e+29
2.596695125084826472e+01 1.866020612101233624e+29
2.618928460727837049e+01 1.832972899726291562e+29
2.641352161889325245e+01 1.800014617775116024e+29
2.663967858510523357e+01 1.767151066041713728e+29
2.686777194488508513e+01 1.738118670799590506e+29
2.709781827795656639e+01 1.725003906122337188e+29
2.732983430600199881e+01 1.711826669097381920e+29
2.756383689387737235e+01 1.698587193040322985e+29
2.779984305083842600e+01 1.679064570561217838e+29
2.803786993177692821e+01 1.642036653710034252e+29
2.827793483846785350e+01 1.605192484444932639e+29
2.852005522082668421e+01 1.568539380868171040e+29
2.876424867817796738e+01 1.537981675360049023e+29
2.901053296053478192e+01 1.519100119920218052e+29
2.925892596988859395e+01 1.500206821023454017e+29
2.950944576151075438e+01 1.481303717843363452e+29
2.976211054526479671e+01 1.461724645031381294e+29
3.001693868693030609e+01 1.441272471936853701e+29
3.027394870953756367e+01 1.420830679950186369e+29
3.053315929471408907e+01 1.400401779810161379e+29
3.079458928404281792e+01 1.379322419064242347e+29
3.105825768043125379e+01 1.357711056836095965e+29
3.132418364949301548e+01 1.336132413311252671e+29
3.159238652094084188e+01 1.314589515120495905e+29
3.186288578999186782e+01 1.303285953551157418e+29
3.213570111878426161e+01 1.296999396944931141e+29
3.241085233780696484e+01 1.290655032036533482e+29
3.268835944734065890e+01 1.284252297517866874e+29
3.296824261891181607e+01 1.263883561000215906e+29
3.325052219675887955e+01 1.240040212687394452e+29
3.353521869931098109e+01 1.216275265610967361e+29
3.382235282067965443e+01 1.192592781344432619e+29
3.411194543216259234e+01 1.183202506099141321e+29
3.440401758376127361e+01 1.174592248082425808e+29
3.469859050571059100e+01 1.165938120246310861e+29
3.499568561002232769e+01 1.155569368786602621e+29
3.529532449204137379e+01 1.131329566995034170e+29
3.559752893201577706e+01 1.107194495899246662e+29
3.590232089667949111e+01 1.083168700551949236e+29
3.620972254084928466e+01 1.062772440149432702e+29
3.651975620903537134e+01 1.051389246491477164e+29
3.683244443706518467e+01 1.039986283193595467e+29
3.714780995372169059e+01 1.028564475493465148e+29
3.746587568239543486e+01 1.017360227844285364e+29
3.778666474275106424e+01 1.006406027948229730e+29
3.811020045240734078e+01 9.954334265037860355e+28
3.843650632863264605e+01 9.844433428897745075e+28
3.876560609005391456e+01 9.730905736889128478e+28
3.909752365838098598e+01 9.615441489975437419e+28
3.943228316014534585e+01 9.499873830382269880e+28
3.976990892845378056e+01 9.384214073267000103e+28
4.011042550475743695e+01 9.264240230736729408e+28
4.045385764063510692e+01 9.143570114010613530e+28
4.080023029959307479e+01 9.022883421686866778e+28
4.114956865887903348e+01 8.901882589341389001e+28
4.150189811131257045e+01 8.777602108322457911e+28
4.185724426713071722e+01 8.653374416638910533e+28
4.221563295584988396e+01 8.529214736069095892e+28
4.257709022814283628e+01 8.406793351100715021e+28
4.294164235773251193e+01 8.287963308240084319e+28
4.330931584330213724e+01 8.169196154641448110e+28
4.368013741042078379e+01 8.050506535253976999e+28
4.405413401348637592e+01 8.003499430718380500e+28
4.443133283768480624e+01 8.013784199500975322e+28
4.481176130096629606e+01 8.023789071914710640e+28
4.519544705603787094e+01 8.033503602741383554e+28
4.558241799237362812e+01 7.911715381573800474e+28
4.597270223824224900e+01 7.758630868620100640e+28
4.636632816275105284e+01 7.606055673672950394e+28
4.676332437790848218e+01 7.455539999407293089e+28
4.716371974070364814e+01 7.326971287593730569e+28
4.756754335520429322e+01 7.198683424947523587e+28
4.797482457467164352e+01 7.070696231532576264e+28
4.838559300369480809e+01 6.981391853445254429e+28
4.879987850034206076e+01 6.968423168487499917e+28
4.921771117833147002e+01 6.955180152773092913e+28
4.963912140921970462e+01 6.941657415489322973e+28
5.006413982461003087e+01 6.853557970452108785e+28
5.049279731837830809e+01 6.716292542831104015e+28
5.092512504891890046e+01 6.579514865414955693e+28
5.136115444140983044e+01 6.443249329620214521e+28
5.180091719009642048e+01 6.411650147266173626e+28
5.224444526059549077e+01 6.394318998539366623e+28
5.269177089221868471e+01 6.376736154291223474e+28
5.314292660031632209e+01 6.339352198192864981e+28
5.359794517864023078e+01 6.200561633831639028e+28
5.405685970172779520e+01 6.062374424075427811e+28
5.451970352730643299e+01 5.924817374682773602e+28
5.498651029871762574e+01 5.836371791643412154e+28
5.545731394736286290e+01 5.807974608547350316e+28
5.593214869516983612e+01 5.779359546796036813e+28
5.641104905708039041e+01 5.750525180935893660e+28
5.689404984355859796e+01 5.658138115540196068e+28
5.738118616312198128e+01 5.541838580076708849e+28
5.787249342489269566e+01 5.425964295399801541e+28
5.836800734117176859e+01 5.310954706682102084e+28
5.886776393003492558e+01 5.282153439670981491e+28
5.937179951795051380e+01 5.253170551316949061e+28
5.988015074242051128e+01 5.224005551702007986e+28
6.039285455464278130e+01 5.200755560792273784e+28
6.090994822219801108e+01 5.193453828252905548e+28
6.143146933175772517e+01 5.185986136381933768e+28
6.195745579181689777e+01 5.178349149731158815e+28
6.248794583544923142e+01 5.112520818978659989e+28
6.302297802308675045e+01 4.997304004108170633e+28
6.356259124532191862e+01 4.882585446734560616e+28
6.410682472573492419e+01 4.768387865296775566e+28
6.465571802374516608e+01 4.733820666711250177e+28
6.520931103748597479e+01 4.718639001759099497e+28
6.576764400670528232e+01 4.703298533580104665e+28
6.633075751569028000e+01 4.684226441275041481e+28
6.689869249621800407e+01 4.593875231610505570e+28
6.747149023052962491e+01 4.503771263683771604e+28
6.804919235433226277e+01 4.413929674579342837e+28
6.863184085982450711e+01 4.345797576109752328e+28
6.921947809874924928e+01 4.331364875077773300e+28
6.981214678547205210e+01 4.316792369811917002e+28
7.040989000008582366e+01 4.302078599757004597e+28
7.101275119154288973e+01 4.256932364124794575e+28
7.162077418081207725e+01 4.180870464414784929e+28
7.223400316406525690e+01 4.104959947521306274e+28
7.285248271588883995e+01 4.029212554639906407e+28
7.347625779252440736e+01 3.997289691722658120e+28
7.410537373513621162e+01 3.986016245922078755e+28
7.473987627310751236e+01 3.974621064131079907e+28
7.537981152736374213e+01 3.963102681097214252e+28
7.602522601372537281e+01 3.905608142353326785e+28
7.667616664628950218e+01 3.838812216473596406e+28
7.733268074083908061e+01 3.772118902610368022e+28
7.799481601828281896e+01 3.705537974042645316e+28
7.866262060812364609e+01 3.695942518741744337e+28
7.933614305195774818e+01 3.689623296414139709e+28
8.001543230700205811e+01 3.683205269247356551e+28
8.070053774965336402e+01 3.676090690578690573e+28
8.139150917907787175e+01 3.615855147624025851e+28
8.208839682082999900e+01 3.555683688030092297e+28
8.279125133050392549e+01 3.495584621647995218e+28
8.350012379741525592e+01 3.435804639408729853e+28
8.421506574831533953e+01 3.387264772084492011e+28
8.493612915113544659e+01 3.338722038952722010e+28
8.566336641876561941e+01 3.290182093313327124e+28
8.639683041286328091e+01 3.241650659033505098e+28
8.713657444769630445e+01 3.232395495578526791e+28
8.788265229401800127e+01 3.224496677330845785e+28
8.863511818297639877e+01 3.216511035895442994e+28
8.939402681005508100e+01 3.208437499726111386e+28
9.015943333904944268e+01 3.171732462137365237e+28
9.093139340607704924e+01 3.129033326003609322e+28
9.170996312362058234e+01 3.086316939461259914e+28
9.249519908460733575e+01 3.043587959624211732e+28
9.328715836652244775e+01 3.027467096082221145e+28
9.408589853555859861e+01 3.029918276358359790e+28
9.489147765079916041e+01 3.032329704795052725e+28
9.570395426843906250e+01 3.034699829943942035e+28
9.652338744604170984e+01 3.025775636034340534e+28
9.734983674683056165e+01 2.982423193019165591e+28
9.818336224401956258e+01 2.939063744066805991e+28
9.902402452517925724e+01 2.895702288661765312e+28
9.987188469664167201e+01 2.852343925917328061e+28
1.007270043879405961e+02 2.809605104067529996e+28
1.015894457562929745e+02 2.767041893571017502e+28
1.024592714911155440e+02 2.724484923012321618e+28
1.033365448185824533e+02 2.681939397192285684e+28
1.042213295062209539e+02 2.664156716471608386e+28
1.051136898675459292e+02 2.651730451055028472e+28
1.060136907667370707e+02 2.639230543594981744e+28
1.069213976233489234e+02 2.626265041153203585e+28
1.078368764170721903e+02 2.611888412462413777e+28
1.087601936925248793e+02 2.597437771943289860e+28
1.096914165640915968e+02 2.582913258158445287e+28
1.106306127208013947e+02 2.566501815537426726e+28
1.115778504312476542e+02 2.549836450957867214e+28
1.125331985485521500e+02 2.533097798211152835e+28
1.134967265153672002e+02 2.513704828452720536e+28
1.144685043689250818e+02 2.493629388009652880e+28
1.154486027461285289e+02 2.473483574624528460e+28
1.164370928886851999e+02 2.450994615314371855e+28
1.174340466482860421e+02 2.428113827819231965e+28
1.184395364918277522e+02 2.402751861047707674e+28
1.194536355066820335e+02 2.352283129137823471e+28
1.204764174060053676e+02 2.334712152463688791e+28
1.215079565340990655e+02 2.355044416775395010e+28
1.225483278718127167e+02 2.371907848901055495e+28
1.235976070419943653e+02 2.341567307994648895e+28
1.246558703149874958e+02 2.311185570366970406e+28
1.257231946141744743e+02 2.281691247165579698e+28
1.267996575215699551e+02 2.252832164420672095e+28
1.278853372834572042e+02 2.232065940388110965e+28
1.289803128160776566e+02 2.251582650719679772e+28
1.300846637113668010e+02 2.271253957974405043e+28
1.311984702427394609e+02 2.242449502343853521e+28
1.323218133709247581e+02 2.204289570207310033e+28
1.334547747498506283e+02 2.202592095539548584e+28
1.345974367325810590e+02 2.227332530256091060e+28
1.357498823772990022e+02 2.223313946580412973e+28
