# Age[Myr]   Lxuv[erg.s-1]
1.000000000000000000e+00 6.568354404616390872e+30
1.008562166358395462e+00 6.534502535998398193e+30
1.017197643409537555e+00 6.500347973761445745e+30
1.025907058851777798e+00 6.467058636363166430e+30
1.034691045757918815e+00 6.434318914461560426e+30
1.043550242621240409e+00 6.401282363153057762e+30
1.052485293401905109e+00 6.367946435078674235e+30
1.061496847573776714e+00 6.334999607698863631e+30
1.070585560171615880e+00 6.302148798580339755e+30
1.079752091838698913e+00 6.268995077809447839e+30
1.088997108874847131e+00 6.235535130236683355e+30
1.098321283284845240e+00 6.203048195597490014e+30
1.107725292827294261e+00 6.170822354203244343e+30
1.117209821063883890e+00 6.138291310499717704e+30
1.126775557409066097e+00 6.105451780291735679e+30
1.136423197180176148e+00 6.074207464943543159e+30
1.146153441647970173e+00 6.042894640491233311e+30
1.155966998087607278e+00 6.011278506027179477e+30
1.165864579830048431e+00 5.979684935842800178e+30
1.175846906313911866e+00 5.949766687718437139e+30
1.185914703137776138e+00 5.919547358096799840e+30
1.196068702112908611e+00 5.889024106989451214e+30
1.206309641316467118e+00 5.858982740064230662e+30
1.216638265145154829e+00 5.829942504829019212e+30
1.227055324369317413e+00 5.800592430310859509e+30
1.237561576187522494e+00 5.770928790178196325e+30
1.248157784281595406e+00 5.742389164598180191e+30
1.258844718872140556e+00 5.714410034809510888e+30
1.269623156774511319e+00 5.686094701477129255e+30
1.280493881455283312e+00 5.657440477421742186e+30
1.291457683089210828e+00 5.632092690121936859e+30
1.302515358616648466e+00 5.606729408738945356e+30
1.313667711801486782e+00 5.580988645125718854e+30
1.324915553289583547e+00 5.557969157290226337e+30
1.336259700667674633e+00 5.541442665236358514e+30
1.347700978522810900e+00 5.524264706919041779e+30
1.359240218502292707e+00 5.506442115682043986e+30
1.370878259374130881e+00 5.472682063556031076e+30
1.382615947087999952e+00 5.431535147626044934e+30
1.394454134836734971e+00 5.390033095249157171e+30
1.406393683118359439e+00 5.348163022918956018e+30
1.418435459798615295e+00 5.305790265242397606e+30
1.430580340174055110e+00 5.263005940387593164e+30
1.442829207035675187e+00 5.219801109089555052e+30
1.455182950733066471e+00 5.178780929200829635e+30
1.467642469239143654e+00 5.140833991349207064e+30
1.480208668215412304e+00 5.102569654221585219e+30
1.492882461077811751e+00 5.063984519624142840e+30
1.505664769063090658e+00 5.027608069464690216e+30
1.518556521295780781e+00 4.991665042332247157e+30
1.531558654855741386e+00 4.955430961986291795e+30
1.544672114846256550e+00 4.919068276564746368e+30
1.557897854462741538e+00 4.883850460502041383e+30
1.571236835062038928e+00 4.848343499955074207e+30
1.584690026232278726e+00 4.812543927418169530e+30
1.598258405863369536e+00 4.778053013801838416e+30
1.611942960218072152e+00 4.745622805200187746e+30
1.625744684003703755e+00 4.712946244945461701e+30
1.639664580444420539e+00 4.680021604632052298e+30
1.653703661354150922e+00 4.647099514214717564e+30
1.667862947210152713e+00 4.614026493833768358e+30
1.682143467227169564e+00 4.580696815180778535e+30
1.696546259432256676e+00 4.547395358869031773e+30
1.711072370740225557e+00 4.515165566156238884e+30
1.725722857029757362e+00 4.482684637477665258e+30
1.740498783220131740e+00 4.449950910619577985e+30
1.755401223348643569e+00 4.418615111496594547e+30
1.770431260648685612e+00 4.387971564541410445e+30
1.785589987628463104e+00 4.357093471694241786e+30
1.800878506150419556e+00 4.326220436716566868e+30
1.816297927511338228e+00 4.297509180957090319e+30
1.831849372523099095e+00 4.268579509508000981e+30
1.847533971594160329e+00 4.239430340347581501e+30
1.863352864811736564e+00 4.211814744833799236e+30
1.879307202024647294e+00 4.185526705491998835e+30
1.895398142926912888e+00 4.159033685216463895e+30
1.911626857142043168e+00 4.132334072020556658e+30
1.927994524308069613e+00 4.106134301645948648e+30
1.944502334163270785e+00 4.079760647065238622e+30
1.961151486632660923e+00 4.053184807834924488e+30
1.977943191915224386e+00 4.026054366478391377e+30
1.994878670571857970e+00 3.998140937444134912e+30
2.011959153614109042e+00 3.970010787403447679e+30
2.029185882593645296e+00 3.941662467135414207e+30
2.046560109692519447e+00 3.914142690090728201e+30
2.064083097814162659e+00 3.886695041264502095e+30
2.081756120675195554e+00 3.859034983663890662e+30
2.099580462898024358e+00 3.799082240985659057e+30
2.117557420104193788e+00 3.748524498623694790e+30
2.135688299008576596e+00 3.697968634601300587e+30
2.153974417514366468e+00 3.647420764863180817e+30
2.172417104808852084e+00 3.589822577912181442e+30
2.191017701460049594e+00 3.527401180302840627e+30
2.209777559514134904e+00 3.465151744555216253e+30
2.228698042593744155e+00 3.404291487646857733e+30
2.247780525997061574e+00 3.377088226858454349e+30
2.267026396797805710e+00 3.349751814226805406e+30
2.286437053946062115e+00 3.322282652496839248e+30
2.306013908369947796e+00 3.276520327351421995e+30
2.325758383078180280e+00 3.209254596026094595e+30
2.345671913263528197e+00 3.142295470614922871e+30
2.365755946407106070e+00 3.075655342036474981e+30
2.386011942383607032e+00 3.035480543141657306e+30
2.406441373567409059e+00 2.999594842750319588e+30
2.427045724939618232e+00 2.963670401847835341e+30
2.447826494195983749e+00 2.927502737579392216e+30
2.468785191855773054e+00 2.890655154522560391e+30
2.489923341371585330e+00 2.853790583516067400e+30
2.511242479240060277e+00 2.816912625515264173e+30
2.532744155113582973e+00 2.778596907200860163e+30
2.554429931912913787e+00 2.739346270646635196e+30
2.576301385940816591e+00 2.700120466982337848e+30
2.598360106996607133e+00 2.660924740158900380e+30
2.620607698491724591e+00 2.620409403327610866e+30
2.643045777566302768e+00 2.579855778136550708e+30
2.665675975206679649e+00 2.539364163161015259e+30
2.688499936363971887e+00 2.498786422248405898e+30
2.711519320073655148e+00 2.457812127196312471e+30
2.734735799576129445e+00 2.416924286133463599e+30
2.758151062438353840e+00 2.376128999375116693e+30
2.781766810676535862e+00 2.349469614462529280e+30
2.805584760879811679e+00 2.332456213129511484e+30
2.829606644335043608e+00 2.315342911163679160e+30
2.853834207152655456e+00 2.298068607938244593e+30
2.878269210393575861e+00 2.253601955776857158e+30
2.902913430197213263e+00 2.209305222134763632e+30
2.927768657910576167e+00 2.165186059057034021e+30
2.952836700218502308e+00 2.130580453884758953e+30
2.978119379274948297e+00 2.111502691112181468e+30
3.003618532835462318e+00 2.092355589995056001e+30
3.029336014390752840e+00 2.073139853826839580e+30
3.055273693301444826e+00 2.055342140497609981e+30
3.081433454933920846e+00 2.038061362792341800e+30
3.107817200797383883e+00 2.020707866878757651e+30
3.134426848682093869e+00 2.002674369721638262e+30
3.161264332798730869e+00 1.958120300823493742e+30
3.188331603919009272e+00 1.913802684120965116e+30
3.215630629517493233e+00 1.869730536977543893e+30
3.243163393914573867e+00 1.832805789814062596e+30
3.270931898420722295e+00 1.812636216139555174e+30
3.298938161481982601e+00 1.792433535719614298e+30
3.327184218826650053e+00 1.772199528768853866e+30
3.355672123613271829e+00 1.752118324058916085e+30
3.384403946579871647e+00 1.732174963455408616e+30
3.413381776194498229e+00 1.712205135640375745e+30
3.442607718806991457e+00 1.692210767516556877e+30
3.472083898802105661e+00 1.672329860833821574e+30
3.501812458753955415e+00 1.652482364219579063e+30
3.531795559581708766e+00 1.632615470899350026e+30
3.562035380706689125e+00 1.612731072789240202e+30
3.592534120210783222e+00 1.592141474581443394e+30
3.623293994996239498e+00 1.571433146272311367e+30
3.654317240946772127e+00 1.550721915738951273e+30
3.685606113090103442e+00 1.530016037364790065e+30
3.717162885761899904e+00 1.509390660058895231e+30
3.748989852771046571e+00 1.488769217362738416e+30
3.781089327566408365e+00 1.468154201337717595e+30
3.813463643404977788e+00 1.447648118847315772e+30
3.846115153521503682e+00 1.427446393167542458e+30
3.879046231299500658e+00 1.407254920309623423e+30
3.912259270443785297e+00 1.387075993070695290e+30
3.945756685154500065e+00 1.367200843312067338e+30
