# Age[Myr]   Lxuv[erg.s-1]
2.829606644335043608e+00 2.133522634863605000e+30
2.853834207152655456e+00 2.118960129853367386e+30
2.878269210393575861e+00 2.104286291978773097e+30
2.902913430197213263e+00 2.089864823594186434e+30
2.927768657910576167e+00 2.075788448553601233e+30
2.952836700218502308e+00 2.061604534207587121e+30
2.978119379274948297e+00 2.047312309286360001e+30
3.003618532835462318e+00 2.034447188414962140e+30
3.029336014390752840e+00 2.021553490957692525e+30
3.055273693301444826e+00 2.008558514601987310e+30
3.081433454933920846e+00 1.994669355254991739e+30
3.107817200797383883e+00 1.979768364990965248e+30
3.134426848682093869e+00 1.964743683983354162e+30
3.161264332798730869e+00 1.949593994029251798e+30
3.188331603919009272e+00 1.936830086010800873e+30
3.215630629517493233e+00 1.924031912317392966e+30
3.243163393914573867e+00 1.911134526915369687e+30
3.270931898420722295e+00 1.898037941458237565e+30
3.298938161481982601e+00 1.884729410132074920e+30
3.327184218826650053e+00 1.871317959894731836e+30
3.355672123613271829e+00 1.857961433477767624e+30
3.384403946579871647e+00 1.846539185566313364e+30
3.413381776194498229e+00 1.835026819317612998e+30
3.442607718806991457e+00 1.823423774672465900e+30
3.472083898802105661e+00 1.811813828966306399e+30
3.501812458753955415e+00 1.800172785642300221e+30
3.531795559581708766e+00 1.788442382236833950e+30
3.562035380706689125e+00 1.776645848297734211e+30
3.592534120210783222e+00 1.765308314583114585e+30
3.623293994996239498e+00 1.753883684864806738e+30
3.654317240946772127e+00 1.742371455323114285e+30
3.685606113090103442e+00 1.730781543275311410e+30
3.717162885761899904e+00 1.719114670429934970e+30
3.748989852771046571e+00 1.707357582115913105e+30
3.781089327566408365e+00 1.695509717114659893e+30
3.813463643404977788e+00 1.685570612049270568e+30
3.846115153521503682e+00 1.675826267537713326e+30
3.879046231299500658e+00 1.665999939148112656e+30
3.912259270443785297e+00 1.655633245334494712e+30
3.945756685154500065e+00 1.643947318400526518e+30
3.979540910302543644e+00 1.610568957689755052e+30
4.013614401606586668e+00 1.570228121992116509e+30
4.047979635811593369e+00 1.544386125977115534e+30
4.082639110868809595e+00 1.525886084861709695e+30
4.117595346117351340e+00 1.507367864900158336e+30
4.152850882467362226e+00 1.488798677359770132e+30
4.188408282584657805e+00 1.468491803234487940e+30
4.224270131077028090e+00 1.448190540190409661e+30
4.260439034682101500e+00 1.427897246134268670e+30
4.296917622456851049e+00 1.407556438424737802e+30
4.333708545968647741e+00 1.387155347755451982e+30
4.370814479488022819e+00 1.366771836416659264e+30
4.408238120183082032e+00 1.346408642767175630e+30
4.445982188315509731e+00 1.340469322730634377e+30
4.484049427438330682e+00 1.337457923686460299e+30
4.522442604595315885e+00 1.334377761228096457e+30
4.561164510522155879e+00 1.329086778858368445e+30
4.600217959849255855e+00 1.304955705753947545e+30
4.639605791306354199e+00 1.280898668670886747e+30
4.679330867928894300e+00 1.256919569925697715e+30
4.719396077266075906e+00 1.233581959659220670e+30
4.759804331590776982e+00 1.211462934430551736e+30
4.800558568111268798e+00 1.189408431415198173e+30
4.841661749184657637e+00 1.167422197747680258e+30
4.883116862532245861e+00 1.153457573423495610e+30
4.924926921456733275e+00 1.145968174880055564e+30
4.967094965061185974e+00 1.138430021656342076e+30
5.009624058469988483e+00 1.130842970121709778e+30
5.052517293051618452e+00 1.112567579406155319e+30
5.095777786643394869e+00 1.090528723100788181e+30
5.139408683778052378e+00 1.068576401069475545e+30
5.183413155912330872e+00 1.046714549937243220e+30
5.227794401657547496e+00 1.036200219346336038e+30
5.272555647012027613e+00 1.026806267952196943e+30
5.317700145595641636e+00 1.017381022929399307e+30
5.363231178886285200e+00 1.007949076201456933e+30
5.409152056458442104e+00 9.991179779426922707e+29
5.455466116223695927e+00 9.902550945376217499e+29
5.502176724673381258e+00 9.813607838034429918e+29
5.549287277123326589e+00 9.722871296547692828e+29
5.596801197960582286e+00 9.624078058468810435e+29
5.644721940892376999e+00 9.525061959581004841e+29
5.693052989197181724e+00 9.425829803978389863e+29
5.741797855977847753e+00 9.333187138877053920e+29
5.790960084416997056e+00 9.256262196574689324e+29
5.840543248034602897e+00 9.179037356268020951e+29
5.890550950947678999e+00 9.101515168858228673e+29
5.940986828132296615e+00 8.974361758029813590e+29
5.991854545687789191e+00 8.756459657025488252e+29
6.043157801103275162e+00 8.539853925949831073e+29
6.094900323526356800e+00 8.324591962674712453e+29
6.147085874034214470e+00 8.138438629768765822e+29
6.199718245907038572e+00 8.048379485272730650e+29
6.252801264903673939e+00 7.958189773642156054e+29
6.306338789539764456e+00 7.867877784367785611e+29
6.360334711368192728e+00 7.777476070093553196e+29
6.414792955262003993e+00 7.687903185861474411e+29
6.469717479699619744e+00 7.598230218559191656e+29
6.525112277052613763e+00 7.508465358392176208e+29
6.580981373875946616e+00 7.418617186452896035e+29
6.637328831200573376e+00 7.329897937845596599e+29
6.694158744828687446e+00 7.241408817129660487e+29
6.751475245631404221e+00 7.152853941762242336e+29
6.809282499849088843e+00 7.064242152153210358e+29
6.867584709394107811e+00 6.975113370330187150e+29
6.926386112156298402e+00 6.885530559817592029e+29
6.985690982311060004e+00 6.795925610815920425e+29
7.045503630629950109e+00 6.706308512695214107e+29
7.105828404794068298e+00 6.641367948791351709e+29
7.166669689710126079e+00 6.635295478148002841e+29
7.228031907829095104e+00 6.628966738589101400e+29
7.289919519467702003e+00 6.622375457985995991e+29
7.352337023132698768e+00 6.605800899559063831e+29
7.415288955847750607e+00 6.502687814955003070e+29
7.478779893483291197e+00 6.399715735679513886e+29
7.542814451089102867e+00 6.296898642159485554e+29
7.607397283229836660e+00 6.194251290016413218e+29
7.672533084323255537e+00 6.097431131674882952e+29
7.738226588981508058e+00 6.001070101240444743e+29
7.804482572355325942e+00 5.904849661290498839e+29
7.871305850481030930e+00 5.808783349541169675e+29
7.938701280630660051e+00 5.785112480754282750e+29
8.006673761665009437e+00 5.776302123034806883e+29
8.075228234389784987e+00 5.767275021042167414e+29
8.144369681914643166e+00 5.758026573243626130e+29
8.214103130015450560e+00 5.673520804767972586e+29
8.284433647499659159e+00 5.564203490582952611e+29
8.355366346574639280e+00 5.455234721817360604e+29
8.426906383219332497e+00 5.346633140581922432e+29
8.499058957559080696e+00 5.316199123539788297e+29
8.571829314243512243e+00 5.317358507756293940e+29
8.645222742827819218e+00 5.318359175024835350e+29
8.719244578157294256e+00 5.319196294502631017e+29
8.793900200755013330e+00 5.241192453731298993e+29
8.869195037213005506e+00 5.131600097501294995e+29
8.945134560586659234e+00 5.022424805450906442e+29
9.021724290792635159e+00 4.913687099968659200e+29
9.098969795009978156e+00 4.825138053443491571e+29
9.176876688084849576e+00 4.743248335161402444e+29
9.255450632938712729e+00 4.661508612595161412e+29
9.334697340979849045e+00 4.579930962198118350e+29
9.414622572518590360e+00 4.554555015607308808e+29
9.495232137185981358e+00 4.539566754046987007e+29
9.576531894356151042e+00 4.524425127188651250e+29
9.658527753572107244e+00 4.509128411295538271e+29
9.741225674975350302e+00 4.435276524001351572e+29
9.824631669739160245e+00 4.359647367762721162e+29
9.908751800505427809e+00 4.284154224578270549e+29
9.993592181825405873e+00 4.218322365751964779e+29
1.007915898060413440e+01 4.209855823999392247e+29
1.016545841654878046e+01 4.201260648131287980e+29
1.025249676262060206e+01 4.192534707291419410e+29
1.034028034549107034e+01 4.161667591953989495e+29
1.042881554600161209e+01 4.090512488541183518e+29
1.051810879962749823e+01 4.019482383339785598e+29
1.060816659694558872e+01 3.948587909374366619e+29
1.069899548410621115e+01 3.883565459040879748e+29
1.079060206330884775e+01 3.822330866964617684e+29
1.088299299328212300e+01 3.761160506693613861e+29
1.097617498976785555e+01 3.700062614164331325e+29
1.107015482600910516e+01 3.686789821781021899e+29
1.116493933324258947e+01 3.678452067648396827e+29
1.126053540119518281e+01 3.670007538185544305e+29
1.135694997858481692e+01 3.649371738436395192e+29
1.145419007362543340e+01 3.590545688004638532e+29
1.155226275453647489e+01 3.531785309960840469e+29
1.165117515005671045e+01 3.473098716045452242e+29
1.175093444996229941e+01 3.454833566400950344e+29
1.185154790558947546e+01 3.460979730633283674e+29
1.195302283036160063e+01 3.467084676699389929e+29
1.205536660032085550e+01 3.470314670038259098e+29
1.215858665466422117e+01 3.406587045401507840e+29
1.226269049628442254e+01 3.342989511126929686e+29
1.236768569231512416e+01 3.279532016485637707e+29
1.247357987468107154e+01 3.223231311839155995e+29
1.258038074065282608e+01 3.173856490609372132e+29
1.268809605340622149e+01 3.124509552473062311e+29
1.279673364258678703e+01 3.075224857301338482e+29
1.290630140487866306e+01 3.030731912466334076e+29
1.301680730457882795e+01 2.986242213170393247e+29
1.312825937417580668e+01 2.941761024282075938e+29
1.324066571493366595e+01 2.921955232345220988e+29
1.335403449748080185e+01 2.922063301538324280e+29
1.346837396240398554e+01 2.922126835459062641e+29
1.358369242084716788e+01 2.916038954785058422e+29
1.369999825511570890e+01 2.871294362493323672e+29
1.381729991928573753e+01 2.826564884599794347e+29
1.393560593981850282e+01 2.781856082391812330e+29
1.405492491618027273e+01 2.741000816354519859e+29
1.417526552146733820e+01 2.701312645145987252e+29
1.429663650303656652e+01 2.661618499695443770e+29
1.441904668314104576e+01 2.623636143465880599e+29
1.454250495957156808e+01 2.587855861795599146e+29
1.466702030630321119e+01 2.552053333742818138e+29
1.479260177414774091e+01 2.522041384416803058e+29
1.491925849141149030e+01 2.526662070720650167e+29
1.504699966455882709e+01 2.531283941104542580e+29
1.517583457888150100e+01 2.535906208960773794e+29
1.530577259917334310e+01 2.502767211659954453e+29
1.543682317041123397e+01 2.465196169890590653e+29
1.556899581844142766e+01 2.427617275121164117e+29
1.570230015067208562e+01 2.393145810936038807e+29
1.583674585677156621e+01 2.360055261018140672e+29
1.597234270937287270e+01 2.326936472449117582e+29
1.610910056478382657e+01 2.295284911588754422e+29
1.624702936370359652e+01 2.264960709590479373e+29
1.638613913194535954e+01 2.234598619522170857e+29
1.652643998116488788e+01 2.205063484020549216e+29
1.666794210959566058e+01 2.176791611787794215e+29
1.681065580279008742e+01 2.148475830331236336e+29
1.695459143436730187e+01 2.120808026040506452e+29
1.709975946676697944e+01 2.094605578207854607e+29
1.724617045200994880e+01 2.068353866273764437e+29
1.739383503246530438e+01 2.052223497343629920e+29
1.754276394162375752e+01 2.064358276448077596e+29
1.769296800487800070e+01 2.076589454407175059e+29
1.784445814030949862e+01 2.078451116599982083e+29
1.799724535948224968e+01 2.050473042471978915e+29
1.815134076824296017e+01 2.022446057967878773e+29
1.830675556752857958e+01 1.995308767528364687e+29
1.846350105418024157e+01 1.970388709462565155e+29
1.862158862176454122e+01 1.945406907136658850e+29
1.878102976140165481e+01 1.920977036964136291e+29
1.894183606260074981e+01 1.897552978814683649e+29
1.910401921410219472e+01 1.874062421207520059e+29
1.926759100472727937e+01 1.851331832196419657e+29
1.943256332423527510e+01 1.829433811177644396e+29
1.959894816418742991e+01 1.807465224722800588e+29
1.976675761881877591e+01 1.786482946151778585e+29
1.993600388591713823e+01 1.766040632159773877e+29
2.010669926770997762e+01 1.745524094839272843e+29
2.027885617175833843e+01 1.726183683750970603e+29
2.045248711185886847e+01 1.707027588694609639e+29
2.062760470895354104e+01 1.687881838580978807e+29
2.080422169204681992e+01 1.670032177819023062e+29
2.098235089913106322e+01 1.652101352577144012e+29
2.116200527811960796e+01 1.634451194449855072e+29
2.134319788778810789e+01 1.617444512830624642e+29
2.152594189872345964e+01 1.600353436682942871e+29
2.171025059428148296e+01 1.583983701468047265e+29
2.189613737155217521e+01 1.567974050307088507e+29
2.208361574233368430e+01 1.551877881453808452e+29
2.227269933411442437e+01 1.536860613247308358e+29
2.246340189106359020e+01 1.521764677838450330e+29
2.265573727503037205e+01 1.507092670026869786e+29
2.284971946655123176e+01 1.493161477529354281e+29
2.304536256586651177e+01 1.479131198628279692e+29
2.324268079394499864e+01 1.465594489250377539e+29
2.344168849351783734e+01 1.452099015502561951e+29
2.364240013012097563e+01 1.438900059800616070e+29
2.384483029314682057e+01 1.426697818359125469e+29
2.404899369690444644e+01 1.414394076741844281e+29
2.425490518168929555e+01 1.404108791849899283e+29
2.446257971486202720e+01 1.394370681993093048e+29
2.467203239193618458e+01 1.374296205148292311e+29
2.488327843767566350e+01 1.330992185743173973e+29
2.509633320720126548e+01 1.287708409298161494e+29
2.531121218710704568e+01 1.272367209278794572e+29
2.552793099658570242e+01 1.260703688034666405e+29
2.574650538856405291e+01 1.249320961837425450e+29
2.596695125084826472e+01 1.238220417204785974e+29
2.618928460727837049e+01 1.227043217397656381e+29
2.641352161889325245e+01 1.216100271290103624e+29
2.663967858510523357e+01 1.205026493147589868e+29
2.686777194488508513e+01 1.194459121729742828e+29
2.709781827795656639e+01 1.183900554973919469e+29
2.732983430600199881e+01 1.173606709416731384e+29
2.756383689387737235e+01 1.163523576950718894e+29
2.779984305083842600e+01 1.153519172335842140e+29
2.803786993177692821e+01 1.143903598850567077e+29
2.827793483846785350e+01 1.134157089331295268e+29
2.852005522082668421e+01 1.124577855322123465e+29
2.876424867817796738e+01 1.114833572598812328e+29
2.901053296053478192e+01 1.105297405730853383e+29
2.925892596988859395e+01 1.095643719503554392e+29
2.950944576151075438e+01 1.086370129670028204e+29
2.976211054526479671e+01 1.077132075364550148e+29
3.001693868693030609e+01 1.068564312195186708e+29
3.027394870953756367e+01 1.060366001264615323e+29
3.053315929471408907e+01 1.053025275705317594e+29
3.079458928404281792e+01 1.046452452376636673e+29
3.105825768043125379e+01 1.026821437780069040e+29
3.132418364949301548e+01 9.920523892219342297e+28
3.159238652094084188e+01 9.685815022806781215e+28
3.186288578999186782e+01 9.602691281559792561e+28
3.213570111878426161e+01 9.520926264839559124e+28
3.241085233780696484e+01 9.441781424029460641e+28
3.268835944734065890e+01 9.366642030184100963e+28
3.296824261891181607e+01 9.297317633711981642e+28
3.325052219675887955e+01 9.232409477457327166e+28
3.353521869931098109e+01 9.172795613449033223e+28
3.382235282067965443e+01 9.123306964558268519e+28
3.411194543216259234e+01 9.083067300078750868e+28
3.440401758376127361e+01 8.893392455878749139e+28
3.469859050571059100e+01 8.602421911875012002e+28
3.499568561002232769e+01 8.471582972537486725e+28
3.529532449204137379e+01 8.411280964746659503e+28
3.559752893201577706e+01 8.358886999870142839e+28
3.590232089667949111e+01 8.307365158638072907e+28
3.620972254084928466e+01 8.273554339714624707e+28
3.651975620903537134e+01 8.225440900420892127e+28
3.683244443706518467e+01 7.973693181584492354e+28
3.714780995372169059e+01 7.765702327437341918e+28
3.746587568239543486e+01 7.720474119854057668e+28
3.778666474275106424e+01 7.666972718847269772e+28
3.811020045240734078e+01 7.600617096816572239e+28
3.843650632863264605e+01 7.511635768888719453e+28
3.876560609005391456e+01 7.407229308108655493e+28
3.909752365838098598e+01 7.274499350742549555e+28
3.943228316014534585e+01 7.124742735028385341e+28
3.976990892845378056e+01 7.048618369322444930e+28
4.011042550475743695e+01 7.069823379855969796e+28
4.045385764063510692e+01 6.831645625137647267e+28
4.080023029959307479e+01 6.869987679140400103e+28
4.114956865887903348e+01 6.576652239212769392e+28
4.150189811131257045e+01 6.555588497525166047e+28
4.185724426713071722e+01 6.515811719213359913e+28
4.221563295584988396e+01 6.445925652007444125e+28
4.257709022814283628e+01 6.330264102681519330e+28
4.294164235773251193e+01 6.173289849178930790e+28
4.330931584330213724e+01 6.289400572238400208e+28
4.368013741042078379e+01 5.986202034202144747e+28
4.405413401348637592e+01 5.940138770575401304e+28
4.443133283768480624e+01 5.812114070813645909e+28
4.481176130096629606e+01 5.939601570449660733e+28
4.519544705603787094e+01 5.611321823019720607e+28
4.558241799237362812e+01 5.542850581453824509e+28
4.597270223824224900e+01 5.422329064721028595e+28
4.636632816275105284e+01 5.340342620308372735e+28
4.676332437790848218e+01 5.268342516775747660e+28
4.716371974070364814e+01 5.347070315426884013e+28
4.756754335520429322e+01 5.037165581406320347e+28
4.797482457467164352e+01 5.025196330632729937e+28
4.838559300369480809e+01 4.996320644465506884e+28
4.879987850034206076e+01 4.748786547990688712e+28
4.921771117833147002e+01 4.744039707831073716e+28
4.963912140921970462e+01 4.729815393569528144e+28
5.006413982461003087e+01 4.646983826845588822e+28
5.049279731837830809e+01 4.493990122057269396e+28
5.092512504891890046e+01 4.489299052184568576e+28
5.136115444140983044e+01 4.411521894219691287e+28
5.180091719009642048e+01 4.283845176606135604e+28
5.224444526059549077e+01 4.196204570576186562e+28
5.269177089221868471e+01 4.230886437318364542e+28
5.314292660031632209e+01 4.041858105172585647e+28
5.359794517864023078e+01 4.086139988263919109e+28
5.405685970172779520e+01 3.920712678046900746e+28
5.451970352730643299e+01 3.895309878912640965e+28
5.498651029871762574e+01 3.861579795582063466e+28
5.545731394736286290e+01 3.846975475583805105e+28
5.593214869516983612e+01 3.917983055356314672e+28
5.641104905708039041e+01 3.859526446295284380e+28
5.689404984355859796e+01 3.782728078853807254e+28
5.738118616312198128e+01 3.714059918742686343e+28
5.787249342489269566e+01 3.652157987197273360e+28
5.836800734117176859e+01 3.594986803008551432e+28
5.886776393003492558e+01 3.571049514769125182e+28
5.937179951795051380e+01 3.556479766762692068e+28
5.988015074242051128e+01 3.561096718332692505e+28
6.039285455464278130e+01 3.574885254774926104e+28
6.090994822219801108e+01 3.604985930497570845e+28
6.143146933175772517e+01 3.572458546013753972e+28
6.195745579181689777e+01 3.522414722602769508e+28
6.248794583544923142e+01 3.527893732817682149e+28
6.302297802308675045e+01 3.512243000960493783e+28
6.356259124532191862e+01 3.476304331025229161e+28
6.410682472573492419e+01 3.510245385950901785e+28
6.465571802374516608e+01 3.542027397976433735e+28
6.520931103748597479e+01 3.512469371877664230e+28
6.576764400670528232e+01 3.486970578294401272e+28
6.633075751569028000e+01 3.466808330401050183e+28
6.689869249621800407e+01 3.507724274232941636e+28
6.747149023052962491e+01 3.584875812872585670e+28
6.804919235433226277e+01 3.579927416744481516e+28
6.863184085982450711e+01 3.553418767791879959e+28
6.921947809874924928e+01 3.538313713046958166e+28
6.981214678547205210e+01 3.523823885835931015e+28
7.040989000008582366e+01 3.513719739478088057e+28
7.101275119154288973e+01 3.504059653286393965e+28
7.162077418081207725e+01 3.496302837281588965e+28
7.223400316406525690e+01 3.488716761604296913e+28
7.285248271588883995e+01 3.482285694665832533e+28
7.347625779252440736e+01 3.476020629236468196e+28
7.410537373513621162e+01 3.470293501354676017e+28
7.473987627310751236e+01 3.464718606563450393e+28
7.537981152736374213e+01 3.459387629576483278e+28
7.602522601372537281e+01 3.504973722168865321e+28
7.667616664628950218e+01 3.599203763906087647e+28
7.733268074083908061e+01 3.631757359702158598e+28
7.799481601828281896e+01 3.615307426597912197e+28
7.866262060812364609e+01 3.602041084006616474e+28
7.933614305195774818e+01 3.590729636970424602e+28
8.001543230700205811e+01 3.580815955893316890e+28
8.070053774965336402e+01 3.571582874202233689e+28
8.139150917907787175e+01 3.563191612124965405e+28
8.208839682082999900e+01 3.555263240452733818e+28
8.279125133050392549e+01 3.547928476467766352e+28
8.350012379741525592e+01 3.541032926483940955e+28
8.421506574831533953e+01 3.534412712127780732e+28
8.493612915113544659e+01 3.528436520920355948e+28
8.566336641876561941e+01 3.522412500922012422e+28
8.639683041286328091e+01 3.517183077699720959e+28
8.713657444769630445e+01 3.512008664570903235e+28
8.788265229401800127e+01 3.526278346784458166e+28
8.863511818297639877e+01 3.587348818414639668e+28
8.939402681005508100e+01 3.649315024784427599e+28
9.015943333904944268e+01 3.674046625873644112e+28
9.093139340607704924e+01 3.664024232379725989e+28
9.170996312362058234e+01 3.653924278366287640e+28
9.249519908460733575e+01 3.645650312191170345e+28
9.328715836652244775e+01 3.639019600969394314e+28
9.408589853555859861e+01 3.632335253420603616e+28
9.489147765079916041e+01 3.625985733945919093e+28
9.570395426843906250e+01 3.621080535441960098e+28
9.652338744604170984e+01 3.616134763541869310e+28
9.734983674683056165e+01 3.611148096357204466e+28
9.818336224401956258e+01 3.606825676633682537e+28
9.902402452517925724e+01 3.602993293724960298e+28
9.987188469664167201e+01 3.599128788572739279e+28
1.007270043879405961e+02 3.595231899234017135e+28
1.015894457562929745e+02 3.591891191506497266e+28
1.024592714911155440e+02 3.588834210775407582e+28
1.033365448185824533e+02 3.585751398916586640e+28
1.042213295062209539e+02 3.582642541177672253e+28
1.051136898675459292e+02 3.579628327362245274e+28
1.060136907667370707e+02 3.577274494177996017e+28
1.069213976233489234e+02 3.574900647203494528e+28
1.078368764170721903e+02 3.572506617498795471e+28
1.087601936925248793e+02 3.570092235167336175e+28
1.096914165640915968e+02 3.567657328834764159e+28
1.106306127208013947e+02 3.565201725912479959e+28
1.115778504312476542e+02 3.577266089341733092e+28
1.125331985485521500e+02 3.595629593682074629e+28
1.134967265153672002e+02 3.614185570040900234e+28
1.144685043689250818e+02 3.632936244952446611e+28
1.154486027461285289e+02 3.651883871541568260e+28
1.164370928886851999e+02 3.671030739497930378e+28
1.174340466482860421e+02 3.690379157970326361e+28
1.184395364918277522e+02 3.709931475243386165e+28
1.194536355066820335e+02 3.729690061591010009e+28
1.204764174060053676e+02 3.732343318164880716e+28
1.215079565340990655e+02 3.727618558322422987e+28
1.225483278718127167e+02 3.723123813781258381e+28
1.235976070419943653e+02 3.718877050967656066e+28
1.246558703149874958e+02 3.714993442535728050e+28
1.257231946141744743e+02 3.711157401129302511e+28
1.267996575215699551e+02 3.707765819017426358e+28
1.278853372834572042e+02 3.704471279268617907e+28
1.289803128160776566e+02 3.701149212143424749e+28
1.300846637113668010e+02 3.698342568797101101e+28
1.311984702427394609e+02 3.695652221458326056e+28
1.323218133709247581e+02 3.692939209774006373e+28
1.334547747498506283e+02 3.690203347011874486e+28
1.345974367325810590e+02 3.687747039086078391e+28
1.357498823772990022e+02 3.685657415079475992e+28
1.369121954533460439e+02 3.683550046556973347e+28
1.380844604473107324e+02 3.681424784472147055e+28
1.392667625691698845e+02 3.679281477870505867e+28
1.404591877584822726e+02 3.677119975522794977e+28
