# Age[Myr]   Lxuv[erg.s-1]
5.009624058469988483e+00 9.994386899699185102e+29
5.052517293051618452e+00 9.971250981426488409e+29
5.095777786643394869e+00 9.946952437712804992e+29
5.139408683778052378e+00 9.896803096488230404e+29
5.183413155912330872e+00 9.819837875888809707e+29
5.227794401657547496e+00 9.741973210981110589e+29
5.272555647012027613e+00 9.663181175336642056e+29
5.317700145595641636e+00 9.585899119365658278e+29
5.363231178886285200e+00 9.511311287328925434e+29
5.409152056458442104e+00 9.435856919681079283e+29
5.455466116223695927e+00 9.359509591952772580e+29
5.502176724673381258e+00 9.290069771484233443e+29
5.549287277123326589e+00 9.235622024276821271e+29
5.596801197960582286e+00 9.180759051805920355e+29
5.644721940892376999e+00 9.125478227543003874e+29
5.693052989197181724e+00 9.068687763986241792e+29
5.741797855977847753e+00 9.008285319314350114e+29
5.790960084416997056e+00 8.947373346380017321e+29
5.840543248034602897e+00 8.885946193825291376e+29
5.890550950947678999e+00 8.825293449944905577e+29
5.940986828132296615e+00 8.770491132038857677e+29
5.991854545687789191e+00 8.715260556095442776e+29
6.043157801103275162e+00 8.659598628322126850e+29
6.094900323526356800e+00 8.603562038287995296e+29
6.147085874034214470e+00 8.547597005940592619e+29
6.199718245907038572e+00 8.491175744039062955e+29
6.252801264903673939e+00 8.434293724433477984e+29
6.306338789539764456e+00 8.377179137739846964e+29
6.360334711368192728e+00 8.327218629501117300e+29
6.414792955262003993e+00 8.276876177740328143e+29
6.469717479699619744e+00 8.226149526947639843e+29
6.525112277052613763e+00 8.175036171850442586e+29
6.580981373875946616e+00 8.123958577737629778e+29
6.637328831200573376e+00 8.072492391696872437e+29
6.694158744828687446e+00 8.020623462659312976e+29
6.751475245631404221e+00 7.968348863539706092e+29
6.809282499849088843e+00 7.919678001247135796e+29
6.867584709394107811e+00 7.871029242255506574e+29
6.926386112156298402e+00 7.822009276832679592e+29
6.985690982311060004e+00 7.772615759106333438e+29
7.045503630629950109e+00 7.724854711812575915e+29
7.105828404794068298e+00 7.677057535648352157e+29
7.166669689710126079e+00 7.628894425312233935e+29
7.228031907829095104e+00 7.580363056579042542e+29
7.289919519467702003e+00 7.536925523640388088e+29
7.352337023132698768e+00 7.493994624123658506e+29
7.415288955847750607e+00 7.450731872796942071e+29
7.478779893483291197e+00 7.407135203473332473e+29
7.542814451089102867e+00 7.362764813029861036e+29
7.607397283229836660e+00 7.317987422612053587e+29
7.672533084323255537e+00 7.272868052376820997e+29
7.738226588981508058e+00 7.227404574842109165e+29
7.804482572355325942e+00 7.184359166929602428e+29
7.871305850481030930e+00 7.141378062025892373e+29
7.938701280630660051e+00 7.098068871002267769e+29
8.006673761665009437e+00 7.054429469265257985e+29
8.075228234389784987e+00 7.016085583990426760e+29
8.144369681914643166e+00 6.978622520883929275e+29
8.214103130015450560e+00 6.940862235908381111e+29
8.284433647499659159e+00 6.902802516350401534e+29
8.355366346574639280e+00 6.863810500631601508e+29
8.426906383219332497e+00 6.824249208114451988e+29
8.499058957559080696e+00 6.784386900986432935e+29
8.571829314243512243e+00 6.744221757468698612e+29
8.645222742827819218e+00 6.705132211584700475e+29
8.719244578157294256e+00 6.666810111032550907e+29
8.793900200755013330e+00 6.628196300674600184e+29
8.869195037213005506e+00 6.589288947940636176e+29
8.945134560586659234e+00 6.549400305498353467e+29
9.021724290792635159e+00 6.508226563212633199e+29
9.098969795009978156e+00 6.466726214842334856e+29
9.176876688084849576e+00 6.422179479743917421e+29
9.255450632938712729e+00 6.291315966202151887e+29
9.334697340979849045e+00 6.180910892405544730e+29
9.414622572518590360e+00 6.070793827151889018e+29
9.495232137185981358e+00 5.960982573511908524e+29
9.576531894356151042e+00 5.858601507794089127e+29
9.658527753572107244e+00 5.795985230278052944e+29
9.741225674975350302e+00 5.733258821319008918e+29
9.824631669739160245e+00 5.670427295943370892e+29
9.908751800505427809e+00 5.607308804720039865e+29
9.993592181825405873e+00 5.540122194648089802e+29
1.007915898060413440e+01 5.472881548476769969e+29
1.016545841654878046e+01 5.405593553572826742e+29
1.025249676262060206e+01 5.338264914836100387e+29
1.034028034549107034e+01 5.268177641775362316e+29
1.042881554600161209e+01 5.197884328284576938e+29
1.051810879962749823e+01 5.127598387037746594e+29
1.060816659694558872e+01 5.057328036210348445e+29
1.069899548410621115e+01 4.985726943300677086e+29
1.079060206330884775e+01 4.913843503850644028e+29
1.088299299328212300e+01 4.842015904619981528e+29
1.097617498976785555e+01 4.770253263589968459e+29
1.107015482600910516e+01 4.697961069887872286e+29
1.116493933324258947e+01 4.625455861217413109e+29
1.126053540119518281e+01 4.553050227707958587e+29
1.135694997858481692e+01 4.480754222347723931e+29
1.145419007362543340e+01 4.430078689607686109e+29
1.155226275453647489e+01 4.396898265537518741e+29
1.165117515005671045e+01 4.363563034602288807e+29
1.175093444996229941e+01 4.330073705165697278e+29
1.185154790558947546e+01 4.276956918135198795e+29
1.195302283036160063e+01 4.201130963501524752e+29
1.205536660032085550e+01 4.125504863492949494e+29
1.215858665466422117e+01 4.050090755549118751e+29
1.226269049628442254e+01 3.990170879768983033e+29
1.236768569231512416e+01 3.954237987287920790e+29
1.247357987468107154e+01 3.918192951980683201e+29
1.258038074065282608e+01 3.882037741108173306e+29
1.268809605340622149e+01 3.846271425323485821e+29
1.279673364258678703e+01 3.811348897592999096e+29
1.290630140487866306e+01 3.776321243848884783e+29
1.301680730457882795e+01 3.741190478100927205e+29
1.312825937417580668e+01 3.705472652346035947e+29
1.324066571493366595e+01 3.668656180673581520e+29
1.335403449748080185e+01 3.631755578146354434e+29
1.346837396240398554e+01 3.594773467733940759e+29
1.358369242084716788e+01 3.556752729757724691e+29
1.369999825511570890e+01 3.516825703540484626e+29
1.381729991928573753e+01 3.476846086130071605e+29
1.393560593981850282e+01 3.436817400836100949e+29
1.405492491618027273e+01 3.395522970449674444e+29
1.417526552146733820e+01 3.352292586256825611e+29
1.429663650303656652e+01 3.309048693853166302e+29
1.441904668314104576e+01 3.265795993258974576e+29
1.454250495957156808e+01 3.221751576805514066e+29
1.466702030630321119e+01 3.176813371265373737e+29
1.479260177414774091e+01 3.131894479181093765e+29
1.491925849141149030e+01 3.087000428954571466e+29
1.504699966455882709e+01 3.042153576136051481e+29
1.517583457888150100e+01 2.997353449366538926e+29
1.530577259917334310e+01 2.952592554809683404e+29
1.543682317041123397e+01 2.907876696542917130e+29
1.556899581844142766e+01 2.863803166719998454e+29
1.570230015067208562e+01 2.820026357190592754e+29
1.583674585677156621e+01 2.776301267350838357e+29
1.597234270937287270e+01 2.732633816778482406e+29
1.610910056478382657e+01 2.690032052371963436e+29
1.624702936370359652e+01 2.647642028660729748e+29
1.638613913194535954e+01 2.605312561080733853e+29
1.652643998116488788e+01 2.564856906880259339e+29
1.666794210959566058e+01 2.555048791716985803e+29
1.681065580279008742e+01 2.545139930092654689e+29
1.695459143436730187e+01 2.535129176102769304e+29
1.709975946676697944e+01 2.515615316102571692e+29
1.724617045200994880e+01 2.471358043660565387e+29
1.739383503246530438e+01 2.427205487651379840e+29
1.754276394162375752e+01 2.383164527917565999e+29
1.769296800487800070e+01 2.357588767075237691e+29
1.784445814030949862e+01 2.349273621938623696e+29
1.799724535948224968e+01 2.340867030852553203e+29
1.815134076824296017e+01 2.332367870628253975e+29
1.830675556752857958e+01 2.293743370592094982e+29
1.846350105418024157e+01 2.247199245483392967e+29
1.862158862176454122e+01 2.200825584655909984e+29
1.878102976140165481e+01 2.157861858938588753e+29
1.894183606260074981e+01 2.149376521486775889e+29
1.910401921410219472e+01 2.140809945168041107e+29
1.926759100472727937e+01 2.132161284212920440e+29
1.943256332423527510e+01 2.109664790411911538e+29
1.959894816418742991e+01 2.067607719430573009e+29
1.976675761881877591e+01 2.025694052508115609e+29
1.993600388591713823e+01 1.983931153244832715e+29
2.010669926770997762e+01 1.968733528721310167e+29
2.027885617175833843e+01 1.961290771456577513e+29
2.045248711185886847e+01 1.953775156228054518e+29
2.062760470895354104e+01 1.941557497924377532e+29
2.080422169204681992e+01 1.904315901410903356e+29
2.098235089913106322e+01 1.867184722247709064e+29
2.116200527811960796e+01 1.830170245576859647e+29
2.134319788778810789e+01 1.811157440146819801e+29
2.152594189872345964e+01 1.805418978062288469e+29
2.171025059428148296e+01 1.799616320388966542e+29
2.189613737155217521e+01 1.793329328614882388e+29
2.208361574233368430e+01 1.759885402614800190e+29
2.227269933411442437e+01 1.726529778027908335e+29
2.246340189106359020e+01 1.693267940229845533e+29
2.265573727503037205e+01 1.674644407649683062e+29
2.284971946655123176e+01 1.671397202969783971e+29
2.304536256586651177e+01 1.668095179911592923e+29
2.324268079394499864e+01 1.664737378578872260e+29
2.344168849351783734e+01 1.633260017685145647e+29
2.364240013012097563e+01 1.601581123586503056e+29
2.384483029314682057e+01 1.569995588855032852e+29
2.404899369690444644e+01 1.541338978642015397e+29
2.425490518168929555e+01 1.515374909841010829e+29
2.446257971486202720e+01 1.489454132335103866e+29
2.467203239193618458e+01 1.465191433707692781e+29
2.488327843767566350e+01 1.461125776718840881e+29
2.509633320720126548e+01 1.457013338919588897e+29
2.531121218710704568e+01 1.452853514752184678e+29
2.552793099658570242e+01 1.435137464646932526e+29
2.574650538856405291e+01 1.410570936614319572e+29
2.596695125084826472e+01 1.386046491677763483e+29
2.618928460727837049e+01 1.368668451945301158e+29
2.641352161889325245e+01 1.369988500778908796e+29
2.663967858510523357e+01 1.371281902710091562e+29
2.686777194488508513e+01 1.372547648317361626e+29
2.709781827795656639e+01 1.348918697604403797e+29
2.732983430600199881e+01 1.323184846341631658e+29
2.756383689387737235e+01 1.297515536564518459e+29
2.779984305083842600e+01 1.274834004487933349e+29
2.803786993177692821e+01 1.254220072540623070e+29
2.827793483846785350e+01 1.233628555878250174e+29
2.852005522082668421e+01 1.213617070010604203e+29
2.876424867817796738e+01 1.195006519477030924e+29
2.901053296053478192e+01 1.176407532681847125e+29
2.925892596988859395e+01 1.158090846137134429e+29
2.950944576151075438e+01 1.157961598060659116e+29
2.976211054526479671e+01 1.157809800415193261e+29
3.001693868693030609e+01 1.157634850745616356e+29
3.027394870953756367e+01 1.143437986581268858e+29
3.053315929471408907e+01 1.124991550583256563e+29
3.079458928404281792e+01 1.106561455913604629e+29
3.105825768043125379e+01 1.089441145241196271e+29
3.132418364949301548e+01 1.073379911066716811e+29
3.159238652094084188e+01 1.057321531585564952e+29
3.186288578999186782e+01 1.041710183161890532e+29
3.213570111878426161e+01 1.026892953519129254e+29
3.241085233780696484e+01 1.012073630047109546e+29
3.268835944734065890e+01 1.000820621503667101e+29
3.296824261891181607e+01 1.004309314761521245e+29
3.325052219675887955e+01 1.007803934678604225e+29
3.353521869931098109e+01 1.010231035038782470e+29
3.382235282067965443e+01 9.944692902123842103e+28
3.411194543216259234e+01 9.787126038449997211e+28
3.440401758376127361e+01 9.629629702131878702e+28
3.469859050571059100e+01 9.495732344768111773e+28
3.499568561002232769e+01 9.363106963002349404e+28
3.529532449204137379e+01 9.230417391693253362e+28
3.559752893201577706e+01 9.107061572163639188e+28
3.590232089667949111e+01 8.985149875359984026e+28
3.620972254084928466e+01 8.863135312365691772e+28
3.651975620903537134e+01 8.749976598747475282e+28
3.683244443706518467e+01 8.638924848771434721e+28
3.714780995372169059e+01 8.527733942897949474e+28
3.746587568239543486e+01 8.422873702366319857e+28
3.778666474275106424e+01 8.319865785285027184e+28
3.811020045240734078e+01 8.216697981763561817e+28
3.843650632863264605e+01 8.118012060805901103e+28
3.876560609005391456e+01 8.020693856600242502e+28
3.909752365838098598e+01 7.923202905543676763e+28
3.943228316014534585e+01 7.832241549239507378e+28
3.976990892845378056e+01 7.743146026024106089e+28
4.011042550475743695e+01 7.653859746225279517e+28
4.045385764063510692e+01 7.569528579499150279e+28
4.080023029959307479e+01 7.486279169569795913e+28
4.114956865887903348e+01 7.402826617650263656e+28
4.150189811131257045e+01 7.325848953550379484e+28
4.185724426713071722e+01 7.249737878398623541e+28
4.221563295584988396e+01 7.173413094528801281e+28
4.257709022814283628e+01 7.103208036653311220e+28
4.294164235773251193e+01 7.033180219709134958e+28
4.330931584330213724e+01 6.963335059312444419e+28
4.368013741042078379e+01 6.902088858549167315e+28
4.405413401348637592e+01 6.840611911985495657e+28
4.443133283768480624e+01 6.780995946567017493e+28
4.481176130096629606e+01 6.731751610313351666e+28
4.519544705603787094e+01 6.682282166362917402e+28
4.558241799237362812e+01 6.595282973520254466e+28
4.597270223824224900e+01 6.424534462985257897e+28
4.636632816275105284e+01 6.254224883339896866e+28
4.676332437790848218e+01 6.140521372630487965e+28
4.716371974070364814e+01 6.091165634527415327e+28
4.756754335520429322e+01 6.041583527242436006e+28
4.797482457467164352e+01 5.997224442605828749e+28
4.838559300369480809e+01 5.955702577706560273e+28
4.879987850034206076e+01 5.913963716017761874e+28
4.921771117833147002e+01 5.885982930202645772e+28
4.963912140921970462e+01 5.860674105973258980e+28
5.006413982461003087e+01 5.831151542626773713e+28
5.049279731837830809e+01 5.692241640347534580e+28
5.092512504891890046e+01 5.553444631362438501e+28
5.136115444140983044e+01 5.443022742737231212e+28
5.180091719009642048e+01 5.416024623911649630e+28
5.224444526059549077e+01 5.388848569935941573e+28
5.269177089221868471e+01 5.322832922440588610e+28
5.314292660031632209e+01 5.214786264212592528e+28
5.359794517864023078e+01 5.106626741979556394e+28
5.405685970172779520e+01 5.060834118867148850e+28
5.451970352730643299e+01 5.039723876653137646e+28
5.498651029871762574e+01 5.018450158625290288e+28
5.545731394736286290e+01 5.038934222809292267e+28
5.593214869516983612e+01 5.061545205836415734e+28
5.641104905708039041e+01 5.053842175300376019e+28
5.689404984355859796e+01 4.925301990546064997e+28
5.738118616312198128e+01 4.796721087568727706e+28
5.787249342489269566e+01 4.689048407637793677e+28
5.836800734117176859e+01 4.606869929833064242e+28
5.886776393003492558e+01 4.524388035419836413e+28
5.937179951795051380e+01 4.497450495819337724e+28
5.988015074242051128e+01 4.495066416538886723e+28
6.039285455464278130e+01 4.492639533574944096e+28
6.090994822219801108e+01 4.422197016988592495e+28
6.143146933175772517e+01 4.346590905574121372e+28
6.195745579181689777e+01 4.272642001312196262e+28
6.248794583544923142e+01 4.208524490630193766e+28
6.302297802308675045e+01 4.144047613891062989e+28
6.356259124532191862e+01 4.104422793553400728e+28
6.410682472573492419e+01 4.105905134440190630e+28
6.465571802374516608e+01 4.107374384100108303e+28
6.520931103748597479e+01 4.045605076271559274e+28
6.576764400670528232e+01 3.954755003929223974e+28
6.633075751569028000e+01 3.880164650404927619e+28
6.689869249621800407e+01 3.851382834485504333e+28
6.747149023052962491e+01 3.821571346174781059e+28
6.804919235433226277e+01 3.780944805031510562e+28
6.863184085982450711e+01 3.739421592918129006e+28
6.921947809874924928e+01 3.687482850659101507e+28
6.981214678547205210e+01 3.651797254934854626e+28
7.040989000008582366e+01 3.685738548715380144e+28
7.101275119154288973e+01 3.662781711194097200e+28
7.162077418081207725e+01 3.574090766042076722e+28
7.223400316406525690e+01 3.584619815478823469e+28
7.285248271588883995e+01 3.556770673255300155e+28
7.347625779252440736e+01 3.438265452656164450e+28
7.410537373513621162e+01 3.432071828186509873e+28
7.473987627310751236e+01 3.426332626826674343e+28
7.537981152736374213e+01 3.415387686431620027e+28
7.602522601372537281e+01 3.395802910747807468e+28
7.667616664628950218e+01 3.364049712394233492e+28
7.733268074083908061e+01 3.318519268081835641e+28
7.799481601828281896e+01 3.262324826821933754e+28
7.866262060812364609e+01 3.198390586264509968e+28
7.933614305195774818e+01 3.229431834273364659e+28
8.001543230700205811e+01 3.198257066723743343e+28
8.070053774965336402e+01 3.111007737942702176e+28
8.139150917907787175e+01 3.129531597143268960e+28
8.208839682082999900e+01 3.011575987811551503e+28
8.279125133050392549e+01 2.993009562386928072e+28
8.350012379741525592e+01 2.973565542380470038e+28
8.421506574831533953e+01 2.990222579560602553e+28
8.493612915113544659e+01 2.929725450660755933e+28
8.566336641876561941e+01 2.964935952663522422e+28
8.639683041286328091e+01 2.964038176116436764e+28
8.713657444769630445e+01 2.881101885619281465e+28
8.788265229401800127e+01 2.812507795633733225e+28
8.863511818297639877e+01 2.854128639376145392e+28
8.939402681005508100e+01 2.804577109370086541e+28
9.015943333904944268e+01 2.829666907613468925e+28
9.093139340607704924e+01 2.739299560198302263e+28
9.170996312362058234e+01 2.664442527451677294e+28
9.249519908460733575e+01 2.705981645993709176e+28
9.328715836652244775e+01 2.642266944658949988e+28
9.408589853555859861e+01 2.612481530943879192e+28
9.489147765079916041e+01 2.646278731016288179e+28
9.570395426843906250e+01 2.581992997227002318e+28
9.652338744604170984e+01 2.598598013985543623e+28
9.734983674683056165e+01 2.540546607063548122e+28
9.818336224401956258e+01 2.559298142555802528e+28
9.902402452517925724e+01 2.591838650969395278e+28
9.987188469664167201e+01 2.461026906233869316e+28
1.007270043879405961e+02 2.463076718670747761e+28
1.015894457562929745e+02 2.463469642850737126e+28
1.024592714911155440e+02 2.461418150091121429e+28
1.033365448185824533e+02 2.456178181115360810e+28
1.042213295062209539e+02 2.446963001450183050e+28
1.051136898675459292e+02 2.433010776625098850e+28
1.060136907667370707e+02 2.413774305670173310e+28
1.069213976233489234e+02 2.391410004688278969e+28
1.078368764170721903e+02 2.367503312254325093e+28
1.087601936925248793e+02 2.341302976320556722e+28
1.096914165640915968e+02 2.327678799662257435e+28
1.106306127208013947e+02 2.325319794014327819e+28
1.115778504312476542e+02 2.319669604738000843e+28
1.125331985485521500e+02 2.307145879316935790e+28
1.134967265153672002e+02 2.294486284255214324e+28
1.144685043689250818e+02 2.298674932628387062e+28
1.154486027461285289e+02 2.320240021987401737e+28
1.164370928886851999e+02 2.341758915939994253e+28
1.174340466482860421e+02 2.342774264789243248e+28
1.184395364918277522e+02 2.319759260137206850e+28
1.194536355066820335e+02 2.296680537423231847e+28
1.204764174060053676e+02 2.292248347685128210e+28
1.215079565340990655e+02 2.309389431163696792e+28
1.225483278718127167e+02 2.326586437375066405e+28
1.235976070419943653e+02 2.343836779863937622e+28
1.246558703149874958e+02 2.339489388357545790e+28
1.257231946141744743e+02 2.325091894453009704e+28
1.267996575215699551e+02 2.310625112589127887e+28
1.278853372834572042e+02 2.296089297547581143e+28
1.289803128160776566e+02 2.281484721087528397e+28
1.300846637113668010e+02 2.292152205532893627e+28
1.311984702427394609e+02 2.312853058849357453e+28
1.323218133709247581e+02 2.333752719391894316e+28
1.334547747498506283e+02 2.354852665643034987e+28
1.345974367325810590e+02 2.375526610093781298e+28
1.357498823772990022e+02 2.378197170563840648e+28
1.369121954533460439e+02 2.380888191391606454e+28
1.380844604473107324e+02 2.383599799382899766e+28
1.392667625691698845e+02 2.386332122297344663e+28
